ID,Age,Income (USD),Rent (USD),Groceries (USD),Eating Out (USD),Entertainment (USD),Subscription Services (USD),Education (USD),Online Shopping (USD),Savings (USD),Investments (USD),Travel (USD),Fitness (USD),Miscellaneous (USD)
1211,25,4091,811,294,271,172,68,1188,304,1271,3034,772,234,221
1212,19,4196,1462,111,422,85,71,1548,659,838,228,1093,168,84
1213,26,7143,1508,294,100,156,90,201,204,1474,3119,264,213,62
1214,22,7526,1528,589,120,111,45,740,240,2562,1854,1383,146,240
1215,24,5458,1071,382,97,336,65,1369,463,1081,267,1324,82,36
1216,27,6748,1537,468,68,278,99,1389,136,2576,2774,537,57,343
1217,18,2074,555,281,311,122,30,1471,89,2188,2849,1455,27,304
1218,27,3410,434,549,133,74,22,1536,89,1111,4349,1482,276,202
1219,22,6608,1896,404,204,276,18,318,641,2850,4965,1344,28,63
1220,27,5104,1174,243,102,120,20,216,446,2226,2134,1480,109,207
1221,19,2169,1121,485,156,217,84,1057,663,816,3459,1765,125,282
1222,23,5864,387,415,406,320,79,1894,587,1907,2269,1267,83,193
1223,18,2783,1287,281,353,245,10,265,462,2691,989,1514,289,73
1224,20,2423,1530,129,184,256,79,1663,620,1573,4492,362,278,239
1225,22,2625,1452,183,492,45,86,723,156,2621,937,128,134,65
1226,21,3029,1122,265,118,140,95,774,523,1265,439,229,125,279
1227,20,7354,1326,383,60,201,65,1847,150,2441,2358,1053,183,214
1228,27,3094,1273,380,192,218,40,1103,237,709,2007,724,190,366
1229,22,1746,1233,195,241,321,95,1700,190,2283,3345,1787,235,80
1230,25,5211,420,480,436,274,46,412,494,2631,4130,63,166,185
1231,21,3060,1708,365,427,141,56,1275,631,1912,4816,908,173,179
1232,18,7774,1937,543,118,50,87,1035,148,1435,3743,295,80,170
1233,24,3900,1361,397,72,334,56,400,76,2961,518,1087,231,130
1234,25,3743,1664,395,230,304,78,1839,200,654,268,148,135,56
1235,20,5364,1307,324,342,125,67,723,265,1755,4733,82,154,22
1236,23,3439,1224,432,58,243,45,281,163,1855,4185,1509,185,32
1237,19,6525,944,460,320,292,41,1135,70,145,1388,306,161,181
1238,24,4569,1013,473,436,251,73,722,387,1359,1694,83,191,363
1239,25,1726,1159,141,142,275,80,1401,478,1171,3273,68,94,351
1240,23,5047,320,402,66,43,51,750,237,2345,1389,1737,130,283
1241,23,1764,541,520,203,128,57,267,635,2231,3865,1333,138,102
1242,22,2895,754,345,454,210,83,1940,586,642,3029,1749,15,284
1243,25,5057,1262,307,377,366,90,297,276,1551,2335,638,192,353
1244,18,7053,920,336,198,44,39,1340,175,2218,3674,1899,47,399
1245,27,2145,602,121,426,206,30,569,584,2667,4576,1489,125,238
1246,21,7854,1919,284,316,307,69,508,461,2092,500,186,111,165
1247,21,7014,1918,567,471,135,22,1973,681,1012,1661,408,17,317
1248,20,7069,1102,341,377,357,10,545,44,1168,2099,1793,227,316
1249,20,4490,1263,462,155,385,74,774,683,2440,102,803,216,180
1250,21,6983,368,382,430,56,42,364,555,911,2746,1652,87,248
1251,18,3399,1452,140,84,301,47,546,79,1588,3276,1189,64,253
1252,19,4004,495,435,168,156,34,270,486,2008,3085,453,237,108
1253,26,4272,439,261,63,246,35,1984,453,1673,3537,1275,97,352
1254,27,6845,1767,259,63,339,86,1497,85,966,1327,1449,19,329
1255,19,6577,582,573,315,347,68,738,584,2527,2474,299,299,234
1256,22,2654,611,188,189,201,42,536,125,1866,1679,495,173,116
1257,26,2087,1045,421,343,381,50,1257,115,2409,3746,1003,248,232
1258,26,6071,1858,111,413,105,39,58,570,679,2562,327,153,373
1259,25,3321,1988,523,168,72,66,1274,187,2504,4163,161,27,331
1260,18,2485,576,172,287,367,58,1870,61,1542,3317,1916,80,119
1261,18,5579,360,175,83,374,57,85,123,797,2436,1546,184,164
1262,26,4848,1642,445,218,254,81,762,223,2076,307,795,297,29
1263,25,7799,351,300,59,286,58,389,539,2590,3996,737,257,63
1264,27,5331,452,109,171,306,56,1203,301,825,1089,441,202,270
1265,26,2741,1634,451,450,119,65,718,62,385,4555,1018,277,246
1266,24,1689,843,325,194,106,74,855,129,1991,2394,192,213,268
1267,20,7036,866,275,495,34,21,148,229,669,4004,1105,132,188
1268,20,2480,1712,375,272,120,78,582,68,2987,666,230,67,149
1269,19,3198,1871,138,420,184,97,120,134,2064,4163,628,210,38
1270,22,3215,921,159,306,48,15,764,174,1613,2234,1589,121,355
1271,20,4093,1500,165,317,133,98,604,668,597,1236,847,137,254
1272,23,5636,1685,420,408,126,74,255,522,2017,1623,318,45,364
1273,19,7950,613,534,53,383,34,765,698,804,1374,1309,243,20
1274,20,6538,1106,223,475,149,10,863,90,1456,3311,1350,56,149
1275,22,5933,1147,263,446,103,41,799,538,661,176,602,124,46
1276,18,6933,396,507,403,290,12,1332,355,2098,1353,682,264,21
1277,18,2598,1180,510,155,263,58,58,86,131,2928,324,232,269
1278,27,3826,1536,485,134,233,28,1021,512,142,625,792,133,241
1279,26,4747,1128,258,263,325,69,1092,669,2016,2654,1889,169,157
1280,24,2395,436,156,170,185,38,1469,232,1474,3608,135,105,294
1281,18,7916,1329,177,181,298,59,387,200,1945,3715,1136,116,160
1282,25,3174,1310,293,387,78,11,1109,632,658,4274,453,129,275
1283,20,4409,408,384,246,109,82,785,618,2417,394,241,110,389
1284,25,2430,846,114,68,390,65,1250,622,1536,1168,1366,112,331
1285,22,5884,1362,111,179,350,26,592,267,1042,4971,1104,175,114
1286,18,2223,961,200,61,213,69,1649,233,1698,197,1403,195,192
1287,24,4440,724,255,130,142,45,1207,378,1470,968,1731,41,76
1288,22,7915,929,439,379,155,70,1815,268,2028,3908,156,75,121
1289,23,7549,560,224,403,158,26,1345,657,1736,3155,1944,188,188
1290,23,2589,1749,458,311,248,58,908,535,2184,4764,671,276,89
1291,25,6078,386,379,441,293,85,1341,107,191,2504,325,46,357
1292,26,2435,764,504,174,69,69,565,682,1943,1276,1795,210,68
1293,19,3795,375,493,356,137,29,398,195,284,4167,700,58,366
1294,26,1655,770,209,316,221,59,1732,445,827,4318,1671,284,24
1295,27,2570,713,433,496,210,12,898,622,1151,1269,605,177,221
1296,26,3458,1124,456,490,383,52,1316,100,1671,1364,1155,272,221
1297,27,4001,1194,245,432,342,66,292,157,2519,923,1137,142,198
1298,27,7844,1025,315,189,200,59,484,452,931,470,1963,185,76
1299,24,7279,756,497,378,97,77,1922,489,444,3016,1928,20,205
1300,18,5719,1608,261,51,94,90,1470,369,1542,2054,1906,210,111
1301,24,7644,1562,227,57,314,59,802,145,1319,4283,616,12,311
1302,27,6563,1922,413,299,300,46,1715,328,2225,2051,635,223,246
1303,22,5330,952,431,188,40,55,1915,249,266,2954,934,41,131
1304,23,2354,971,249,173,190,51,1435,479,363,1148,178,57,167
1305,27,2139,1881,553,358,34,24,1531,364,1595,3086,305,261,288
1306,24,3738,1695,135,277,230,42,1757,329,1331,959,983,208,222
1307,22,3102,794,272,59,67,89,1809,39,2871,629,280,98,397
1308,24,1941,1947,519,261,105,20,889,580,1386,774,1570,118,384
1309,26,7540,1368,121,161,168,29,243,666,1629,359,1210,117,367
1310,20,7434,1724,305,57,207,33,1443,560,1908,517,912,49,377
1311,25,7425,1570,226,341,391,73,1952,579,2659,1343,1528,61,75
1312,19,7786,1939,435,411,325,89,959,496,1977,1969,1986,121,320
1313,24,6128,896,544,302,170,74,1177,288,1849,3227,404,77,335
1314,19,7870,749,455,63,160,97,815,22,2009,2899,1697,198,204
1315,21,2836,784,539,289,88,97,1447,35,2723,934,1558,218,73
1316,24,5200,945,316,487,279,82,272,625,2869,1986,1893,74,56
1317,20,2448,919,195,291,353,95,1959,377,1435,4996,195,71,230
1318,19,4873,1341,516,391,28,85,1670,665,1297,376,1106,267,312
1319,27,7615,1929,528,198,140,26,1848,152,2578,3560,309,143,289
1320,24,1959,961,263,285,390,98,519,331,867,1774,136,131,370
1321,18,6146,1057,247,355,120,70,1151,501,2610,1505,892,180,239
1322,25,1892,588,117,216,168,24,1396,563,200,2654,314,219,247
1323,20,5438,1737,393,69,165,60,567,324,1832,1010,1905,98,377
1324,19,3287,1020,294,265,372,36,637,288,2019,3477,1615,176,230
1325,20,6440,937,250,392,262,95,158,433,2391,1230,441,37,317
1326,22,3757,534,579,184,260,83,1594,44,1471,1177,281,247,20
1327,25,2638,715,464,442,356,70,1593,335,204,3857,950,72,42
1328,27,5308,1237,222,178,62,67,651,590,793,2095,637,264,303
1329,24,6241,798,499,459,114,40,175,687,1790,1672,496,50,207
1330,24,7862,1273,286,471,245,21,1950,295,1410,1928,1202,38,37
1331,24,3954,933,552,343,25,55,619,408,1170,3839,1344,288,68
1332,25,2966,1973,551,295,233,40,210,463,1166,3178,1162,89,66
1333,18,5174,1319,248,238,225,41,446,446,917,4268,515,60,134
1334,21,2877,414,203,93,86,41,585,76,2368,2553,983,121,58
1335,23,4097,1231,342,135,119,62,166,585,1636,2445,1243,99,236
1336,26,1641,973,561,93,31,70,459,387,2291,4389,177,238,229
1337,19,4159,1557,330,379,256,55,915,361,989,551,1247,159,281
1338,18,6096,1863,578,424,341,94,1380,323,1977,2897,1099,252,230
1339,27,2339,1334,305,495,277,83,1327,393,1973,1039,622,147,72
1340,19,5118,505,297,427,356,89,1256,131,889,884,560,144,300
1341,24,7278,546,495,439,154,16,1350,25,652,3051,537,98,374
1342,20,7161,1882,499,194,241,13,1907,298,943,4229,940,24,340
1343,27,7642,1057,436,100,175,61,1205,401,758,4866,628,183,152
1344,19,5417,1450,592,291,161,98,1657,32,2984,3597,999,99,283
1345,24,7126,446,186,343,177,40,1357,322,1118,2555,455,222,314
1346,19,2095,417,241,457,345,84,1738,575,2053,1089,1099,70,130
1347,20,3404,1705,416,100,390,93,1990,636,1290,4575,1156,229,62
1348,24,1780,711,298,315,363,45,1052,179,850,4958,413,70,357
1349,21,1923,1987,145,169,281,63,713,173,2396,458,1440,175,257
1350,18,5865,1907,387,249,302,63,1116,200,874,4721,1133,21,398
1351,22,5749,662,114,454,357,26,840,545,2911,4254,600,225,266
1352,26,3250,1832,143,297,363,84,867,199,1480,2007,1708,86,23
1353,25,6257,436,500,119,248,39,687,396,791,1920,341,241,383
1354,26,3467,1498,268,390,395,31,329,187,2967,4527,838,121,368
1355,27,5588,1612,409,106,299,52,1746,233,818,1003,1959,75,369
1356,26,5678,1257,594,431,377,36,1207,169,333,3083,865,191,331
1357,24,4446,1804,143,88,309,46,94,35,2171,2114,1867,213,192
1358,21,2949,318,197,338,187,55,784,110,1504,2589,240,215,212
1359,22,6894,494,360,492,66,44,648,139,1105,2143,510,295,22
1360,18,3831,629,208,67,222,13,1772,272,1469,4310,1877,114,297
1361,18,6575,474,382,489,233,89,352,79,1501,2241,713,251,75
1362,20,3720,1301,471,269,265,89,929,285,2669,4980,1969,244,293
1363,25,5289,748,442,362,43,94,940,428,2164,2086,282,185,195
1364,19,4310,1245,203,293,340,35,983,50,2392,938,523,220,135
1365,21,7255,1677,355,401,293,28,1288,40,2865,4301,1478,40,103
1366,19,6994,1822,478,353,63,90,1670,612,2917,3970,707,244,178
1367,22,6228,440,305,347,351,54,1679,308,816,3999,320,251,305
1368,26,3031,1057,434,332,332,35,1042,562,1662,4650,1920,162,99
1369,18,6382,1229,142,123,382,31,1766,517,1811,3408,1207,205,85
1370,22,4490,392,452,159,175,67,645,493,1325,770,220,278,228
1371,26,5993,538,344,229,399,72,625,424,1371,248,1488,179,29
1372,18,2643,504,386,475,218,37,1522,567,2265,372,77,241,218
1373,26,2433,859,454,81,181,74,138,151,108,2926,185,193,78
1374,25,2960,1756,372,283,253,53,1660,343,697,3857,974,284,253
1375,21,7448,544,575,331,182,52,715,151,122,4930,454,41,326
1376,27,4223,1131,182,74,135,46,1596,540,2090,701,1026,186,263
1377,22,4012,1640,209,380,112,75,761,49,2387,2185,937,74,398
1378,22,1785,1224,537,328,61,26,1833,646,1708,941,1578,207,73
1379,23,1764,594,289,275,303,49,1548,320,2174,3914,1314,36,356
1380,24,3867,939,570,106,398,47,1931,23,1204,793,905,160,28
1381,25,4947,1155,387,229,229,94,254,344,2346,677,493,277,120
1382,25,7732,1605,523,281,225,70,1108,528,2922,1561,483,94,314
1383,19,7273,316,496,431,239,18,1481,256,191,4053,1301,75,222
1384,26,6822,370,350,392,299,86,1555,554,950,452,558,142,172
1385,24,6416,1592,311,336,155,84,1585,35,2082,2466,1872,91,129
1386,21,3262,1648,390,113,125,70,675,553,1207,3656,1376,107,341
1387,21,4548,604,232,281,137,89,91,603,399,4146,83,82,285
1388,25,3881,1774,300,338,256,25,1623,465,2443,3754,1075,39,392
1389,21,3769,1330,384,262,328,11,1092,522,2794,209,411,134,171
1390,23,1540,1637,425,307,119,81,36,249,1577,4983,1268,219,102
1391,22,7327,1116,508,67,280,52,1788,126,1404,1926,655,281,153
1392,20,1567,1426,194,224,324,51,1787,408,1100,4945,1913,222,345
1393,27,2487,1120,377,466,373,86,139,282,1182,3966,1381,142,179
1394,19,7395,492,549,278,305,66,866,582,1465,1877,1720,166,58
1395,26,7217,1897,528,275,347,90,1916,84,2900,626,765,56,195
1396,27,5508,828,424,133,122,97,679,284,2489,2726,299,31,32
1397,26,7251,470,318,340,82,76,1589,357,2209,1458,196,92,334
1398,18,4698,1860,188,484,194,39,1921,320,875,2824,1419,243,86
1399,27,6874,550,171,419,301,22,1201,397,2772,1250,397,69,267
1400,20,6290,1710,346,295,312,28,1832,194,1552,4758,1327,197,60
1401,25,4024,1530,228,451,245,16,1836,171,1781,4363,448,67,203
1402,23,2585,840,311,159,26,18,1894,495,1851,2163,1407,268,54
1403,22,3979,1952,527,303,146,92,1641,285,2403,1623,1249,171,356
1404,22,3193,715,442,137,111,63,136,348,2975,1853,174,11,309
1405,23,3815,1093,195,121,209,95,189,182,1951,753,812,280,95
1406,24,6654,1703,174,430,378,91,1663,457,1997,1868,447,152,89
1407,18,2278,1467,522,79,72,70,341,362,1829,181,180,197,253
1408,26,6089,324,594,221,261,96,1582,386,1427,1513,1635,233,30
1409,20,3085,967,153,358,151,11,1028,484,714,902,654,189,387
1410,21,2992,1396,443,443,383,59,971,218,344,3344,941,32,302
1411,27,7386,931,558,392,131,84,1280,519,856,3453,871,46,323
1412,18,2160,1416,512,485,26,40,1835,35,923,3607,951,116,43
1413,27,2848,804,153,226,249,42,661,315,2927,2556,994,238,293
1414,20,6923,1921,317,188,175,87,1829,530,2879,2139,1480,106,46
1415,19,2799,635,115,243,216,89,242,258,1946,4244,781,290,73
1416,19,5440,724,198,235,342,20,1810,600,1535,2164,1919,119,74
1417,18,3486,798,119,267,383,42,1743,320,1340,2612,383,46,395
1418,25,3544,1687,145,213,242,16,414,25,615,2021,1093,49,252
1419,20,5016,1246,550,210,386,40,1650,239,573,2821,254,94,296
1420,20,7524,929,292,480,269,57,706,472,135,2281,1676,197,390
1421,23,6943,1522,482,62,102,56,342,452,1510,1570,1005,249,139
1422,25,2558,1017,157,345,259,87,681,405,1892,1972,404,28,244
1423,26,2476,1736,536,138,399,62,1402,638,1834,3986,1246,270,77
1424,26,6077,638,210,373,379,89,1617,314,929,2244,1262,167,274
1425,21,2227,958,228,91,342,28,1689,137,1192,2442,873,121,195
1426,22,4027,1261,436,452,282,90,652,424,2513,713,1075,153,73
1427,19,4636,728,293,259,208,99,1849,699,1285,3545,1946,265,165
1428,26,6627,1198,512,278,385,15,145,613,1862,222,990,27,278
1429,25,1842,438,439,399,309,58,322,585,1044,863,217,193,171
1430,20,2947,1241,425,324,381,82,121,31,1611,4625,417,296,281
1431,26,3879,841,107,491,77,59,1275,228,530,1425,585,140,38
1432,20,5159,356,128,328,28,90,1878,184,2122,2304,1998,290,361
1433,26,7817,1555,211,300,323,21,1922,313,958,653,1012,254,390
1434,19,2026,957,534,359,134,32,310,538,329,1159,1950,17,190
1435,27,3396,734,260,257,229,63,600,97,2517,1842,629,202,398
1436,26,6254,683,230,370,60,78,474,453,277,443,1443,16,216
1437,25,3573,859,287,189,323,68,569,596,1533,2465,1779,145,92
1438,26,6415,493,262,329,192,45,1515,633,2715,4669,1669,28,322
1439,22,1905,1971,296,83,253,12,574,96,1713,4436,999,148,104
1440,19,7875,833,574,358,300,67,346,67,2940,2857,1510,186,303
1441,25,3073,817,463,441,391,97,819,101,1863,1280,256,20,321
1442,23,7407,1015,303,67,97,64,1510,228,1874,3039,1122,50,151
1443,25,6100,1050,311,106,127,66,1496,464,1074,3795,593,123,139
1444,22,5240,484,208,161,300,26,381,615,181,3637,1902,189,235
1445,27,5774,591,375,54,58,48,1303,541,945,3758,1755,203,155
1446,19,5727,1658,172,459,138,99,71,48,2909,99,178,205,135
1447,23,3346,1031,266,463,354,77,520,323,1316,2086,1520,234,80
1448,22,2978,415,359,231,355,64,1389,484,717,2310,663,270,36
1449,22,3895,1124,342,62,46,54,932,521,2363,4245,84,125,53
1450,18,2271,1372,374,388,123,85,1117,465,2437,2737,868,159,39
1451,19,7025,984,201,334,93,10,1396,647,544,1607,248,127,227
1452,25,7719,381,574,308,210,30,338,509,1022,2953,1886,174,181
1453,20,2078,1133,272,139,343,92,1460,447,2699,3981,126,261,318
1454,27,4401,632,270,153,166,30,1359,578,292,3194,418,276,29
1455,20,7111,856,240,428,274,61,663,378,1762,4339,882,53,113
1456,25,1693,634,496,235,303,91,1515,110,388,4682,575,190,390
1457,25,3507,831,287,299,232,52,1940,72,2730,3092,398,86,385
1458,19,2685,520,540,304,142,61,1891,608,1267,2962,555,125,126
1459,25,3894,934,185,125,225,76,39,223,1530,2662,692,76,124
1460,18,4498,622,575,435,259,53,1382,575,1934,855,287,22,90
1461,23,6980,302,151,157,358,41,573,175,2070,2146,1353,101,103
1462,25,3292,505,210,205,305,19,1277,21,2928,4925,1650,255,228
1463,20,2610,339,536,131,41,73,965,376,995,1386,1505,276,278
1464,25,5505,358,464,126,278,88,580,588,1019,1716,187,148,258
1465,18,3761,1250,441,307,376,78,1421,77,2711,4151,1342,253,321
1466,26,5236,873,142,176,124,77,1780,273,2134,1725,1813,282,251
1467,26,5293,943,310,440,277,37,1900,199,1652,1953,1274,200,301
1468,22,3436,1830,555,331,223,62,169,512,1800,184,1215,106,225
1469,27,6375,1895,599,137,329,60,1713,688,2160,521,661,214,283
1470,21,5857,1142,299,253,281,62,700,54,1825,2311,1723,146,330
1471,23,2229,1445,397,65,126,13,510,94,2487,1248,729,86,366
1472,24,5878,1802,445,200,270,88,1283,308,1997,1658,1992,46,204
1473,22,7086,918,339,473,240,26,583,390,1899,1002,1684,295,133
1474,27,4951,395,214,303,398,76,983,606,411,3227,1896,144,98
1475,26,5957,1737,125,237,241,83,458,348,2880,3138,1904,151,376
1476,20,6036,1558,506,378,277,56,528,609,1227,1928,888,263,361
1477,24,3640,1197,398,81,220,65,1905,323,438,393,987,57,320
1478,27,3144,1385,176,320,386,32,340,598,2447,1617,404,264,69
1479,27,4300,1579,511,446,277,27,56,240,458,3641,627,143,339
1480,22,6462,860,236,54,368,10,217,183,2316,660,896,299,114
1481,24,7043,1204,119,379,244,44,618,499,1272,4164,1402,217,277
1482,19,1641,647,539,357,221,73,815,474,2908,319,608,110,370
1483,21,6910,970,310,382,245,67,1963,394,867,2224,898,55,81
1484,19,2955,1447,339,218,255,68,1708,239,2189,583,1967,79,161
1485,24,7471,1805,138,230,202,10,730,273,301,3600,1304,145,349
1486,19,7443,616,534,415,219,12,463,207,1792,581,1381,289,241
1487,18,7308,1827,367,227,376,76,246,210,563,3696,1731,76,375
1488,26,6296,1018,306,192,265,46,729,408,548,1767,1792,13,130
1489,18,6593,1371,578,411,372,92,372,234,1012,1556,1219,233,123
1490,25,3596,1732,538,297,130,38,416,394,897,1798,1225,10,34
1491,19,2825,1459,561,176,25,98,1054,105,893,4206,1864,299,289
1492,25,6476,1524,366,312,255,42,367,493,536,998,189,118,178
1493,20,2713,549,253,89,146,70,558,637,2016,757,712,274,176
1494,23,2659,613,141,461,123,99,1669,550,1873,282,70,72,46
1495,20,6150,1691,510,465,256,13,107,66,630,4896,1327,275,104
1496,24,5999,1752,110,404,174,23,583,84,664,130,113,147,28
1497,27,6487,1106,393,304,276,42,838,494,1720,1293,1291,53,295
1498,26,6197,1803,197,192,254,31,417,165,1396,60,1145,271,246
1499,19,7426,1637,526,289,308,57,1643,401,312,2211,1039,225,205
1500,22,1840,1823,374,277,59,12,820,85,1048,1548,211,130,98
1501,23,5328,1678,547,390,307,96,1421,536,1227,4367,179,161,235
1502,21,3468,784,489,247,216,94,1295,112,291,1781,630,222,76
1503,21,2203,1534,529,114,292,32,682,445,1503,37,274,243,163
1504,21,5913,343,471,437,283,77,1139,487,2090,3631,1831,120,375
1505,19,6982,1864,329,60,76,30,1864,113,1204,2664,629,231,350
1506,21,3929,870,468,157,317,52,1609,637,804,473,1527,235,86
1507,18,7876,882,525,75,117,94,255,152,648,58,1032,219,294
1508,23,3300,1415,319,494,156,35,1104,453,1961,2636,1054,80,124
1509,18,6963,1588,164,470,395,50,779,360,253,2614,1988,98,207
1510,27,7168,1194,454,200,106,47,1151,333,1765,2614,1457,271,183
1511,23,6412,519,331,270,261,97,837,610,670,4999,156,197,286
1512,18,6148,1224,427,390,218,20,914,231,1884,4478,670,121,70
1513,23,2355,1765,542,286,329,38,234,539,2387,1411,889,248,145
1514,27,3312,700,151,286,103,69,552,178,2521,84,1176,265,99
1515,25,4366,1723,473,268,261,76,180,287,904,1533,1214,159,202
1516,19,5142,1026,530,473,300,74,156,680,898,3797,626,136,329
1517,19,1682,1290,475,200,342,70,1477,622,710,2674,1207,283,36
1518,21,4612,1198,362,172,271,28,570,493,2835,2873,248,148,189
1519,20,7170,1899,366,193,209,55,856,429,2921,3120,1953,112,299
1520,21,5992,1157,458,238,171,58,1784,493,1906,1090,559,251,323
1521,24,7323,1103,416,304,321,31,1727,375,242,2834,716,126,359
1522,18,3017,789,423,117,297,87,1047,699,371,4224,128,223,233
1523,23,6502,1808,508,153,158,66,1496,212,1655,2076,943,26,217
1524,20,2856,1793,495,385,195,23,1423,290,2573,3190,1555,188,26
1525,27,3674,1897,253,208,27,53,947,133,2193,4787,561,233,30
1526,24,5129,1237,457,358,314,25,591,542,2242,4228,299,279,31
1527,27,5128,1143,465,411,254,86,133,74,2211,1208,938,143,129
1528,19,5596,1768,239,458,182,21,420,84,2560,3577,1073,123,152
1529,19,4739,1592,526,349,68,64,212,291,558,4741,648,141,147
1530,21,5191,566,150,445,321,60,899,521,1838,2581,1889,148,167
1531,18,1518,353,216,139,57,48,481,681,1532,3787,802,241,73
1532,20,4903,827,520,406,155,42,347,381,2617,515,649,101,330
1533,26,6179,1843,145,305,329,42,165,165,2957,2212,1024,276,98
1534,24,6051,915,408,402,238,38,936,228,605,2974,532,108,365
1535,24,4504,1382,187,269,367,78,347,305,1809,932,885,216,116
1536,21,7632,1363,307,58,315,79,848,29,1196,1663,221,17,268
1537,19,2632,1560,476,61,53,40,397,205,183,556,918,102,146
1538,21,4839,1254,368,374,371,89,582,593,158,1671,66,167,49
1539,23,4811,685,188,487,98,40,725,616,1144,992,1808,108,43
1540,20,7548,1929,480,293,255,98,1458,483,1581,1628,1367,234,220
1541,18,4872,1033,217,231,292,55,1600,153,2304,1691,443,217,150
1542,25,7746,1015,153,333,180,86,1244,190,1452,4852,1895,82,141
1543,22,2487,949,540,361,194,61,307,232,1696,1104,1571,68,375
1544,22,4821,599,215,148,385,19,990,549,675,1270,1292,296,346
1545,21,6115,694,217,246,327,97,797,521,2984,2902,283,73,169
1546,23,6454,1530,359,415,393,83,1720,591,779,4744,1463,265,33
1547,20,1673,1659,174,275,240,50,718,619,302,1409,297,57,323
1548,26,6962,892,579,382,28,86,465,46,1229,3646,1975,288,48
1549,22,5241,813,404,152,308,12,98,87,417,1330,101,207,69
1550,20,4552,1501,106,155,132,68,1265,427,1305,4723,64,167,259
1551,18,2226,695,465,414,224,61,157,571,1738,2054,1397,16,302
1552,27,5260,670,221,417,205,43,609,128,1896,953,490,257,354
1553,23,7306,1157,110,107,360,58,553,93,505,1842,1185,241,371
1554,19,3375,1090,447,127,216,37,650,597,2642,2802,745,115,175
1555,20,7277,957,537,124,285,92,1818,699,778,9,1945,107,156
1556,18,5533,1641,588,91,281,96,919,281,1370,2609,56,277,346
1557,26,6943,1035,314,471,267,22,226,387,1989,121,1636,69,355
1558,25,2489,1692,528,373,134,78,422,256,1647,4782,875,149,173
1559,19,5244,683,378,230,140,76,1095,385,1743,2560,1826,199,100
1560,25,4186,361,597,82,160,70,242,305,1459,3037,1318,134,106
1561,26,1919,804,127,120,84,69,529,397,1545,440,1521,172,283
1562,18,2093,538,334,105,295,80,1612,680,934,2749,1438,69,277
1563,22,3274,494,466,154,332,33,1068,395,2341,590,1440,40,204
1564,25,3959,977,412,249,258,72,1495,638,2455,1368,1995,85,199
1565,19,2435,1545,125,150,321,95,370,672,1768,1989,1771,252,205
1566,21,6703,360,508,305,29,70,1878,95,2030,1361,1360,267,142
1567,24,6732,1452,153,356,388,32,651,28,2653,3773,1677,199,396
1568,20,5308,1289,128,123,252,39,688,215,380,2064,1179,186,115
1569,22,1831,984,566,220,214,69,733,649,2822,2415,1086,297,112
1570,25,4949,455,452,426,31,27,1950,309,1913,2951,1219,216,22
1571,27,4202,1701,263,192,196,65,91,80,1032,2768,527,224,21
1572,20,7684,1945,369,215,196,62,1045,408,2862,3416,680,150,390
1573,21,5506,1222,433,448,236,16,171,582,707,1576,764,94,324
1574,26,7389,1167,134,310,30,78,1627,583,582,114,1726,191,376
1575,24,6554,1202,385,270,137,81,1215,653,1346,1368,164,137,167
1576,18,5368,1909,447,132,183,88,1100,698,1872,138,558,278,304
1577,21,5700,1298,372,231,58,61,1304,27,2264,4923,1225,48,164
1578,21,1701,1760,550,356,72,13,1387,388,291,4941,106,32,349
1579,26,3997,1274,307,59,237,43,178,64,2935,3373,431,251,380
1580,23,3342,1530,337,445,225,78,237,363,2765,1315,1230,116,281
1581,26,3366,687,513,53,331,42,1158,394,2117,73,1001,151,81
1582,23,3496,1803,599,400,379,78,876,638,2663,3846,1895,154,245
1583,23,6885,1186,192,451,75,47,901,46,406,483,1206,289,50
1584,22,2409,1137,272,385,137,35,279,212,631,4111,1236,254,209
1585,22,5805,1663,178,341,272,10,1042,376,221,1549,324,200,394
1586,19,6158,639,209,330,305,13,1618,81,2796,1359,1768,299,287
1587,25,4689,503,316,264,287,48,739,81,691,1896,1150,188,31
1588,25,7159,460,534,147,310,63,370,441,1575,4224,1910,121,210
1589,18,2270,1863,457,469,352,99,1800,652,158,510,93,223,44
1590,25,4655,691,205,150,199,42,1135,570,2448,422,767,147,110
1591,22,4001,1068,146,58,377,42,1786,399,2700,2432,1623,209,107
1592,19,4214,874,280,110,254,81,1699,296,1673,1906,367,16,351
1593,19,6224,833,163,358,362,29,869,625,1240,4327,583,22,293
1594,23,5085,1393,345,195,215,25,1703,450,1910,958,1658,89,320
1595,26,3128,1192,343,476,327,30,1018,134,1905,824,1826,295,130
1596,18,7297,704,521,468,99,54,220,140,498,64,1227,168,99
1597,23,1886,907,419,112,154,99,919,544,2662,4928,286,281,343
1598,26,7531,1998,186,170,41,96,303,435,2952,4710,942,210,159
1599,25,4921,1914,316,275,350,91,1726,182,2645,3348,566,159,233
1600,23,7939,1840,589,154,244,71,1348,356,1041,800,1294,281,37
1601,20,7901,1127,106,309,77,40,1460,398,627,277,1383,52,73
1602,25,6700,1443,377,398,112,51,437,343,2545,1717,1671,24,387
1603,26,5508,989,436,474,211,21,1193,192,1874,2413,1250,257,116
1604,18,5593,1201,309,304,122,74,374,83,1521,1238,1844,181,302
1605,26,5863,1540,596,478,26,82,1580,120,1769,4523,1293,227,253
1606,23,3966,355,268,483,147,12,380,341,1650,1486,87,146,259
